GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,NAME,B18AA1980,B18AB1980,B18AC1980,B18AD1980,B18AE1980
"G0100070020","1980","Alabama","01","Bibb","007","West Blocton division","020","WEST BLOCTON",4722,604,2,0,
"G0100090005","1980","Alabama","01","Blount","009","Blountsville division","005","BLOUNTSVILLE",5186,6,10,0,
"G0100090010","1980","Alabama","01","Blount","009","Brooksville division","010","BROOKSVILLE",3505,0,45,0,
"G0100090015","1980","Alabama","01","Blount","009","Clarence division","015","CLARENCE",3860,6,6,10,
"G0100090020","1980","Alabama","01","Blount","009","Cleveland division","020","CLEVELAND",2411,0,0,0,
"G0100090025","1980","Alabama","01","Blount","009","Hayden division","025","HAYDEN",5619,182,11,0,
"G0100090030","1980","Alabama","01","Blount","009","Locust Fork division","030","LOCUST FORK",4979,43,7,6,
"G0100090035","1980","Alabama","01","Blount","009","Oneonta division","035","ONEONTA",10108,424,19,7,
"G0100110005","1980","Alabama","01","Bullock","011","Fitzpatrick division","005","FITZPATRICK",284,728,0,0,
"G0100110010","1980","Alabama","01","Bullock","011","Inverness division","010","INVERNESS",1210,1114,0,0,
"G0100110015","1980","Alabama","01","Bullock","011","Midway division","015","MIDWAY",238,1184,0,0,
"G0100110020","1980","Alabama","01","Bullock","011","Union Springs division","020","UNION SPRINGS",1699,4134,0,5,
"G0100130005","1980","Alabama","01","Butler","013","Chapman division","005","CHAPMAN",1620,362,0,0,
"G0100130010","1980","Alabama","01","Butler","013","Forest Home division","010","FOREST HOME",819,1000,6,0,
"G0100130015","1980","Alabama","01","Butler","013","Georgiana-McKenzie division","015","GEORGIANA-MCKENZIE",2774,2482,8,2,
"G0100130020","1980","Alabama","01","Butler","013","Greenville division","020","GREENVILLE",8042,4553,0,6,
"G0100150005","1980","Alabama","01","Calhoun","015","Anniston division","005","ANNISTON",64096,18055,206,430,
"G0100150010","1980","Alabama","01","Calhoun","015","Choccolocco division","010","CHOCCOLOCCO",3505,246,16,0,
"G0100150015","1980","Alabama","01","Calhoun","015","Jacksonville division","015","JACKSONVILLE",12875,1418,14,94,
"G0100150020","1980","Alabama","01","Calhoun","015","Ohatchee division","020","OHATCHEE",2627,239,0,0,
"G0100150030","1980","Alabama","01","Calhoun","015","Piedmont division","030","PIEDMONT",7499,590,0,0,
"G0100150040","1980","Alabama","01","Calhoun","015","Websters Chapel-Alexandria Valley division","040","WEBSTERS CHAPEL-ALEXANDRIA VALLEY",6780,457,47,17,
"G0100170005","1980","Alabama","01","Chambers","017","Five Points division","005","FIVE POINTS",1293,1213,0,0,
"G0100170010","1980","Alabama","01","Chambers","017","Lafayette division","010","LAFAYETTE",2955,3651,5,6,
"G0100170015","1980","Alabama","01","Chambers","017","Lanett division","015","LANETT",8837,3278,0,0,
"G0100170020","1980","Alabama","01","Chambers","017","Langdale division","020","LANGDALE",10915,4477,0,0,
"G0100170025","1980","Alabama","01","Chambers","017","Milltown division","025","MILLTOWN",835,448,0,0,
"G0100170030","1980","Alabama","01","Chambers","017","Waverly division","030","WAVERLY",451,827,0,0,
"G0100190005","1980","Alabama","01","Cherokee","019","Cedar Bluff-Gaylesville division","005","CEDAR BLUFF-GAYLESVILLE",4643,357,10,0,
"G0100190010","1980","Alabama","01","Cherokee","019","Centre division","010","CENTRE",6005,505,13,2,
"G0100190015","1980","Alabama","01","Cherokee","019","Leesburg division","015","LEESBURG",3136,405,5,12,
"G0100190020","1980","Alabama","01","Cherokee","019","Mud Creek division","020","MUD CREEK",3384,283,0,0,
"G0100210005","1980","Alabama","01","Chilton","021","Clanton division","005","CLANTON",10084,1476,0,33,
"G0100210010","1980","Alabama","01","Chilton","021","Isabella-Pletcher division","010","ISABELLA-PLETCHER",2032,125,0,0,
"G0100210015","1980","Alabama","01","Chilton","021","Jemison division","015","JEMISON",7935,698,0,2,
"G0100210020","1980","Alabama","01","Chilton","021","Maplesville division","020","MAPLESVILLE",2075,831,0,0,
"G0100210025","1980","Alabama","01","Chilton","021","Mineral Springs division","025","MINERAL SPRINGS",1961,0,0,0,
"G0100210030","1980","Alabama","01","Chilton","021","Verbena division","030","VERBENA",2853,501,0,6,
"G0100230005","1980","Alabama","01","Choctaw","023","Butler division","005","BUTLER",3235,2045,2,0,
"G0100230010","1980","Alabama","01","Choctaw","023","Gilbertown-Toxey division","010","GILBERTOWN-TOXEY",3606,686,6,0,
"G0100230015","1980","Alabama","01","Choctaw","023","Lisman division","015","LISMAN",1132,3522,0,7,
"G0100230020","1980","Alabama","01","Choctaw","023","Silas division","020","SILAS",1532,1066,0,0,
"G0100250005","1980","Alabama","01","Clarke","025","Coffeeville division","005","COFFEEVILLE",948,569,0,0,
"G0100250010","1980","Alabama","01","Clarke","025","Fulton division","010","FULTON",1593,623,0,0,
"G0100250015","1980","Alabama","01","Clarke","025","Grove Hill division","015","GROVE HILL",3332,3194,0,7,
"G0100250020","1980","Alabama","01","Clarke","025","Jackson Northwest division","020","JACKSON NORTHWEST",5120,2916,39,0,
"G0100250025","1980","Alabama","01","Clarke","025","Jackson Southeast division","025","JACKSON SOUTHEAST",807,1829,0,0,
"G0100250030","1980","Alabama","01","Clarke","025","Thomasville division","030","THOMASVILLE",3964,2696,48,0,
"G0100270005","1980","Alabama","01","Clay","027","Ashland division","005","ASHLAND",5533,660,5,0,
"G0100270010","1980","Alabama","01","Clay","027","Lineville division","010","LINEVILLE",3935,1077,3,0,
"G0100270015","1980","Alabama","01","Clay","027","Millerville-Hollins division","015","MILLERVILLE-HOLLINS",1959,531,0,0,
"G0100290005","1980","Alabama","01","Cleburne","029","Fruithurst division","005","FRUITHURST",1884,0,0,0,
"G0100290010","1980","Alabama","01","Cleburne","029","Heflin division","010","HEFLIN",6419,638,0,13,
"G0100290015","1980","Alabama","01","Cleburne","029","Ranburne division","015","RANBURNE",3615,9,0,5,
"G0100310005","1980","Alabama","01","Coffee","031","Elba division","005","ELBA",5740,1706,19,6,
"G0100310010","1980","Alabama","01","Coffee","031","Enterprise division","010","ENTERPRISE",19752,4321,72,139,
"G0100310020","1980","Alabama","01","Coffee","031","Goodman division","020","GOODMAN",1843,105,0,0,
"G0100310025","1980","Alabama","01","Coffee","031","Jack division","025","JACK",1290,174,0,0,
"G0100310030","1980","Alabama","01","Coffee","031","Kinston division","030","KINSTON",1413,46,11,6,
"G0100310040","1980","Alabama","01","Coffee","031","Victoria division","040","VICTORIA",1619,180,18,0,
"G0100330005","1980","Alabama","01","Colbert","033","Cherokee division","005","CHEROKEE",4222,625,4,0,
"G0100330010","1980","Alabama","01","Colbert","033","Leighton division","010","LEIGHTON",6170,1713,6,2,
"G0100330012","1980","Alabama","01","Colbert","033","Littleville division","012","LITTLEVILLE",7816,594,0,2,
"G0100330023","1980","Alabama","01","Colbert","033","Tri-Cities division","023","TRI-CITIES",27046,6214,53,46,
"G0100350005","1980","Alabama","01","Conecuh","035","Castleberry division","005","CASTLEBERRY",2003,1894,4,0,
"G0100350010","1980","Alabama","01","Conecuh","035","Evergreen division","010","EVERGREEN",3761,3097,7,0,
"G0100350015","1980","Alabama","01","Conecuh","035","Lyeffion division","015","LYEFFION",1201,1022,0,0,
"G0100350020","1980","Alabama","01","Conecuh","035","Repton division","020","REPTON",1645,366,0,0,
"G0100350025","1980","Alabama","01","Conecuh","035","Shreve division","025","SHREVE",722,155,7,0,
"G0100370005","1980","Alabama","01","Coosa","037","Goodwater-Kellyton division","005","GOODWATER-KELLYTON",2069,2276,0,7,
"G0100370010","1980","Alabama","01","Coosa","037","Rockford division","010","ROCKFORD",2283,1280,0,0,
"G0100370015","1980","Alabama","01","Coosa","037","Weogufka-Marble Valley division","015","WEOGUFKA-MARBLE VALLEY",3068,394,0,0,
"G0100390005","1980","Alabama","01","Covington","039","Andalusia division","005","ANDALUSIA",15050,3033,4,38,
"G0100390020","1980","Alabama","01","Covington","039","Falco division","020","FALCO",1377,32,10,0,
"G0100390025","1980","Alabama","01","Covington","039","Florala division","025","FLORALA",3212,717,3,7,
"G0100390030","1980","Alabama","01","Covington","039","Opp division","030","OPP",8962,912,5,59,
"G0100390040","1980","Alabama","01","Covington","039","Rosehill-Gantt division","040","ROSEHILL-GANTT",3266,151,0,2,
"G0100410005","1980","Alabama","01","Crenshaw","041","Brantley division","005","BRANTLEY",2832,845,0,0,
"G0100410010","1980","Alabama","01","Crenshaw","041","Luverne division","010","LUVERNE",5184,1649,0,7,
"G0100410015","1980","Alabama","01","Crenshaw","041","Petrey-Highland Home division","015","PETREY-HIGHLAND HOME",2383,1199,0,6,
"G0100430005","1980","Alabama","01","Cullman","043","Baileyton-Joppa division","005","BAILEYTON-JOPPA",4608,0,7,0,
"G0100430010","1980","Alabama","01","Cullman","043","Bremen division","010","BREMEN",4722,521,11,0,
"G0100430015","1980","Alabama","01","Cullman","043","Crane Hill division","015","CRANE HILL",1472,0,0,0,
"G0100430020","1980","Alabama","01","Cullman","043","Cullman division","020","CULLMAN",20050,27,31,63,
"G0100430025","1980","Alabama","01","Cullman","043","Hanceville division","025","HANCEVILLE",6115,2,4,2,
"G0100430030","1980","Alabama","01","Cullman","043","Holly Pond division","030","HOLLY POND",3450,0,0,0,
"G0100430035","1980","Alabama","01","Cullman","043","Jones Chapel division","035","JONES CHAPEL",3549,0,6,0,
"G0100430040","1980","Alabama","01","Cullman","043","Logan division","040","LOGAN",2862,0,31,0,
"G0100430045","1980","Alabama","01","Cullman","043","Simcoe division","045","SIMCOE",5633,0,0,0,
"G0100430050","1980","Alabama","01","Cullman","043","Vinemont division","050","VINEMONT",6791,0,13,3,
"G0100430055","1980","Alabama","01","Cullman","043","Welti division","055","WELTI",1642,0,0,0,
"G0100450006","1980","Alabama","01","Dale","045","Daleville division","006","DALEVILLE",7304,1000,50,186,
"G0100450010","1980","Alabama","01","Dale","045","Echo division","010","ECHO",1728,141,0,0,
"G0100450013","1980","Alabama","01","Dale","045","Fort Rucker division","013","FORT RUCKER",6746,1637,126,189,
"G0100450021","1980","Alabama","01","Dale","045","Newton-Midland city division","021","NEWTON-MIDLAND CITY",6460,1015,86,46,
"G0100450025","1980","Alabama","01","Dale","045","Ozark division","025","OZARK",16594,4035,86,64,
"G0100470005","1980","Alabama","01","Dallas","047","Carlowville division","005","CARLOWVILLE",257,1066,0,0,
"G0100470010","1980","Alabama","01","Dallas","047","Craig-Tyler division","010","CRAIG-TYLER",3116,4885,0,8,
"G0100470015","1980","Alabama","01","Dallas","047","Orrville division","015","ORRVILLE",632,3854,0,0,
"G0100470025","1980","Alabama","01","Dallas","047","Safford division","025","SAFFORD",497,733,0,0,
"G0100470030","1980","Alabama","01","Dallas","047","Sardis division","030","SARDIS",691,1521,0,0,
"G0100470035","1980","Alabama","01","Dallas","047","Selma division","035","SELMA",19206,17429,7,42,
"G0100490005","1980","Alabama","01","DeKalb","049","Collinsville division","005","COLLINSVILLE",2839,298,0,2,
"G0100490010","1980","Alabama","01","DeKalb","049","Crossville division","010","CROSSVILLE",4448,0,0,5,
"G0100490020","1980","Alabama","01","DeKalb","049","Fort Payne division","020","FORT PAYNE",15042,608,6,15,
"G0100490025","1980","Alabama","01","DeKalb","049","Fyffe division","025","FYFFE",4857,0,0,0,
"G0100490030","1980","Alabama","01","DeKalb","049","Geraldine division","030","GERALDINE",4882,0,35,4,
"G0100490035","1980","Alabama","01","DeKalb","049","Henagar division","035","HENAGAR",3038,0,17,3,
"G0100490040","1980","Alabama","01","DeKalb","049","Ider division","040","IDER",4948,14,51,0,
"G0100490045","1980","Alabama","01","DeKalb","049","Rainsville-Sylvania division","045","RAINSVILLE-SYLVANIA",9384,0,0,12,
"G0100490050","1980","Alabama","01","DeKalb","049","Valley Head-Mentone division","050","VALLEY HEAD-MENTONE",3059,42,11,0,
"G0100510005","1980","Alabama","01","Elmore","051","Deatsville division","005","DEATSVILLE",3562,1030,13,11,
"G0100510010","1980","Alabama","01","Elmore","051","Eclectic division","010","ECLECTIC",5077,1138,0,2,
"G0100510015","1980","Alabama","01","Elmore","051","Elmore division","015","ELMORE",10007,2513,0,28,
"G0100510020","1980","Alabama","01","Elmore","051","Tallassee division","020","TALLASSEE",4992,1314,0,0,
"G0100510025","1980","Alabama","01","Elmore","051","Titus division","025","TITUS",1832,337,0,0,
"G0100510030","1980","Alabama","01","Elmore","051","Wetumpka division","030","WETUMPKA",8140,3323,21,24,
"G0100530005","1980","Alabama","01","Escambia","053","Atmore division","005","ATMORE",7771,5279,625,0,
"G0100530010","1980","Alabama","01","Escambia","053","Brewton division","010","BREWTON",7818,3578,20,10,
"G0100530015","1980","Alabama","01","Escambia","053","East Escambia division","015","EAST ESCAMBIA",5421,787,15,0,
"G0100530020","1980","Alabama","01","Escambia","053","Flomaton division","020","FLOMATON",2958,547,80,2,
"G0100530025","1980","Alabama","01","Escambia","053","McCullough-Huxford division","025","MCCULLOUGH-HUXFORD",2083,1185,215,12,
"G0100550005","1980","Alabama","01","Etowah","055","Altoona division","005","ALTOONA",3774,66,100,5,
"G0100550015","1980","Alabama","01","Etowah","055","Gadsden division","015","GADSDEN",63524,13448,261,130,
"G0100550025","1980","Alabama","01","Etowah","055","Hokes Bluff division","025","HOKES BLUFF",7534,18,0,11,
"G0100550030","1980","Alabama","01","Etowah","055","Lookout Mountain division","030","LOOKOUT MOUNTAIN",2701,0,0,0,
"G0100550035","1980","Alabama","01","Etowah","055","Mountainboro division","035","MOUNTAINBORO",7014,0,72,0,
"G0100550045","1980","Alabama","01","Etowah","055","Turkeytown division","045","TURKEYTOWN",2823,236,53,0,
"G0100550050","1980","Alabama","01","Etowah","055","Wills Valley division","050","WILLS VALLEY",1156,5,0,0,
"G0100570005","1980","Alabama","01","Fayette","057","Berry division","005","BERRY",3756,233,0,0,
"G0100570010","1980","Alabama","01","Fayette","057","Fayette division","010","FAYETTE",7787,1927,0,16,
"G0100570015","1980","Alabama","01","Fayette","057","North River division","015","NORTH RIVER",1549,33,0,0,
"G0100570020","1980","Alabama","01","Fayette","057","Russell division","020","RUSSELL",3287,179,0,37,
"G0100590005","1980","Alabama","01","Franklin","059","Phil Campbell division","005","PHIL CAMPBELL",5581,0,13,6,
"G0100590010","1980","Alabama","01","Franklin","059","Red Bay division","010","RED BAY",5156,66,13,6,
"G0100590015","1980","Alabama","01","Franklin","059","Russellville division","015","RUSSELLVILLE",14458,1230,0,11,
"G0100590020","1980","Alabama","01","Franklin","059","Vina division","020","VINA",1799,5,4,0,
"G0100610005","1980","Alabama","01","Geneva","061","Bellwood-Coffee Springs division","005","BELLWOOD-COFFEE SPRINGS",1839,482,0,0,
"G0100610010","1980","Alabama","01","Geneva","061","Geneva division","010","GENEVA",4837,738,34,0,
"G0100610015","1980","Alabama","01","Geneva","061","Hartford division","015","HARTFORD",4403,713,4,0,
"G0100610020","1980","Alabama","01","Geneva","061","Samson division","020","SAMSON",4331,514,6,8,
"G0100610025","1980","Alabama","01","Geneva","061","Slocomb division","025","SLOCOMB",5592,650,79,12,
"G0100630005","1980","Alabama","01","Greene","063","Boligee division","005","BOLIGEE",179,984,0,0,
"G0100630010","1980","Alabama","01","Greene","063","Eutaw division","010","EUTAW",1551,3757,0,0,
"G0100630015","1980","Alabama","01","Greene","063","Forkland-Tishabee division","015","FORKLAND-TISHABEE",274,2054,0,0,
"G0100630020","1980","Alabama","01","Greene","063","Mantua-West Greene division","020","MANTUA-WEST GREENE",421,1801,0,0,
"G0100650005","1980","Alabama","01","Hale","065","Greensboro division","005","GREENSBORO",1569,2878,0,6,
"G0100650010","1980","Alabama","01","Hale","065","Moundville division","010","MOUNDVILLE",1659,632,0,0,
"G0100650015","1980","Alabama","01","Hale","065","Mount Herman Valley division","015","MOUNT HERMAN VALLEY",810,981,0,0,
"G0100650020","1980","Alabama","01","Hale","065","Prairie Eden-Newbern division","020","PRAIRIE EDEN-NEWBERN",584,1535,0,0,
"G0100650025","1980","Alabama","01","Hale","065","River Bend division","025","RIVER BEND",199,817,0,0,
"G0100650030","1980","Alabama","01","Hale","065","Sawyerville division","030","SAWYERVILLE",173,1962,0,19,
"G0100650035","1980","Alabama","01","Hale","065","Stewart-Akron division","035","STEWART-AKRON",764,994,0,0,
"G0100670005","1980","Alabama","01","Henry","067","Abbeville division","005","ABBEVILLE",2950,2548,0,0,
"G0100670010","1980","Alabama","01","Henry","067","Haleburg division","010","HALEBURG",955,459,0,0,
"G0100670016","1980","Alabama","01","Henry","067","Headland-Newville division","016","HEADLAND-NEWVILLE",4244,2111,0,6,
"G0100670025","1980","Alabama","01","Henry","067","Shorterville division","025","SHORTERVILLE",1336,681,0,0,
"G0100690010","1980","Alabama","01","Houston","069","Columbia division","010","COLUMBIA",1323,432,29,2,
"G0100690015","1980","Alabama","01","Houston","069","Cottonwood division","015","COTTONWOOD",3420,422,20,17,
"G0100690020","1980","Alabama","01","Houston","069","Dothan division","020","DOTHAN",48262,14559,198,283,
"G0100690025","1980","Alabama","01","Houston","069","Gordon division","025","GORDON",1410,831,0,0,
"G0100690030","1980","Alabama","01","Houston","069","Madrid division","030","MADRID",3102,220,13,29,
"G0100710005","1980","Alabama","01","Jackson","071","Bridgeport division","005","BRIDGEPORT",4090,243,7,0,
"G0100710010","1980","Alabama","01","Jackson","071","Long Island division","010","LONG ISLAND",5420,0,34,0,
"G0100710015","1980","Alabama","01","Jackson","071","Paint Rock division","015","PAINT ROCK",2513,40,20,0,
"G0100710020","1980","Alabama","01","Jackson","071","Pisgah division","020","PISGAH",4162,0,34,0,
"G0100710025","1980","Alabama","01","Jackson","071","Princeton division","025","PRINCETON",2174,0,6,0,
"G0100710030","1980","Alabama","01","Jackson","071","Scottsboro division","030","SCOTTSBORO",18781,1165,55,38,
"G0100710035","1980","Alabama","01","Jackson","071","Section division","035","SECTION",5986,14,86,6,
"G0100710040","1980","Alabama","01","Jackson","071","Stevenson division","040","STEVENSON",5859,628,28,0,
"G0100730015","1980","Alabama","01","Jefferson","073","Birmingham division","015","BIRMINGHAM",326614,214022,464,1669,
"G0100730022","1980","Alabama","01","Jefferson","073","Brookside division","022","BROOKSIDE",3725,113,4,2,
"G0100730026","1980","Alabama","01","Jefferson","073","Clay division","026","CLAY",5058,88,30,0,
"G0100730029","1980","Alabama","01","Jefferson","073","Concord-Hopkins division","029","CONCORD-HOPKINS",6143,421,14,0,
"G0100730050","1980","Alabama","01","Jefferson","073","Gardendale division","050","GARDENDALE",16662,407,7,9,
"G0100730053","1980","Alabama","01","Jefferson","073","Graysville-Adamsville division","053","GRAYSVILLE-ADAMSVILLE",11832,2524,26,11,
"G0100730055","1980","Alabama","01","Jefferson","073","Greenwood division","055","GREENWOOD",5949,307,5,0,
"G0100730062","1980","Alabama","01","Jefferson","073","Hoover division","062","HOOVER",25288,1007,65,168,
"G0100730072","1980","Alabama","01","Jefferson","073","Kimberly-Morris division","072","KIMBERLY-MORRIS",6223,541,0,0,
"G0100730075","1980","Alabama","01","Jefferson","073","Leeds division","075","LEEDS",7570,1682,12,7,
"G0100730083","1980","Alabama","01","Jefferson","073","Maytown-Sylvan Springs division","083","MAYTOWN-SYLVAN SPRINGS",3334,361,3,0,
"G0100730104","1980","Alabama","01","Jefferson","073","North Johns division","104","NORTH JOHNS",3314,520,29,0,
"G0100730113","1980","Alabama","01","Jefferson","073","Palmerdale division","113","PALMERDALE",2954,273,0,33,
"G0100730118","1980","Alabama","01","Jefferson","073","Robbins Crossroads division","118","ROBBINS CROSSROADS",4665,0,0,0,
"G0100730127","1980","Alabama","01","Jefferson","073","Trussville division","127","TRUSSVILLE",7792,743,39,35,
"G0100730135","1980","Alabama","01","Jefferson","073","Warrior division","135","WARRIOR",4964,628,40,0,
"G0100730140","1980","Alabama","01","Jefferson","073","West Jefferson division","140","WEST JEFFERSON",2272,79,24,0,
"G0100750005","1980","Alabama","01","Lamar","075","Millport division","005","MILLPORT",3737,699,0,2,
"G0100750010","1980","Alabama","01","Lamar","075","Sulligent division","010","SULLIGENT",4963,787,7,8,
"G0100750015","1980","Alabama","01","Lamar","075","Vernon division","015","VERNON",5735,511,0,0,
"G0100770005","1980","Alabama","01","Lauderdale","077","Cloverdale division","005","CLOVERDALE",5137,150,104,0,
"G0100770010","1980","Alabama","01","Lauderdale","077","Florence division","010","FLORENCE",41537,6017,113,123,
"G0100770015","1980","Alabama","01","Lauderdale","077","Killen division","015","KILLEN",10342,223,10,34,
"G0100770020","1980","Alabama","01","Lauderdale","077","Lexington division","020","LEXINGTON",3928,0,3,5,
"G0100770025","1980","Alabama","01","Lauderdale","077","Oakland division","025","OAKLAND",3032,925,0,0,
"G0100770030","1980","Alabama","01","Lauderdale","077","Rogersville division","030","ROGERSVILLE",6400,360,0,23,
"G0100770040","1980","Alabama","01","Lauderdale","077","Waterloo division","040","WATERLOO",1895,72,14,0,
"G0100790005","1980","Alabama","01","Lawrence","079","Hatton division","005","HATTON",4052,0,0,0,
"G0100790010","1980","Alabama","01","Lawrence","079","Hillsboro division","010","HILLSBORO",813,1280,0,0,
"G0100790015","1980","Alabama","01","Lawrence","079","Morris Chapel division","015","MORRIS CHAPEL",7696,25,13,13,
"G0100790020","1980","Alabama","01","Lawrence","079","Moulton division","020","MOULTON",5946,678,29,0,
"G0100790025","1980","Alabama","01","Lawrence","079","Mount Hope division","025","MOUNT HOPE",1575,141,17,0,
"G0100790030","1980","Alabama","01","Lawrence","079","Speake-Oakville division","030","SPEAKE-OAKVILLE",1652,263,0,0,
"G0100790035","1980","Alabama","01","Lawrence","079","Town Creek-Courtland division","035","TOWN CREEK-COURTLAND",3287,2687,0,3,
"G0100810006","1980","Alabama","01","Lee","081","Auburn-Opelika division","006","AUBURN-OPELIKA",42459,12547,108,350,
"G0100810010","1980","Alabama","01","Lee","081","Beauregard-Marvyn division","010","BEAUREGARD-MARVYN",2972,2031,0,5,
"G0100810012","1980","Alabama","01","Lee","081","Beulah division","012","BEULAH",2092,557,0,12,
"G0100810015","1980","Alabama","01","Lee","081","Loachapoka-Roxana division","015","LOACHAPOKA-ROXANA",1174,1701,0,0,
"G0100810030","1980","Alabama","01","Lee","081","Smiths-Salem division","030","SMITHS-SALEM",8314,1810,10,30,
"G0100830005","1980","Alabama","01","Limestone","083","Athens division","005","ATHENS",34612,5244,74,119,
"G0100830025","1980","Alabama","01","Limestone","083","Mooresville division","025","MOORESVILLE",1701,1324,0,4,
"G0100830030","1980","Alabama","01","Limestone","083","Salem division","030","SALEM",2894,17,0,9,
"G0100850005","1980","Alabama","01","Lowndes","085","Benton-Collirene division","005","BENTON-COLLIRENE",236,1969,0,0,
"G0100850010","1980","Alabama","01","Lowndes","085","Braggs-Prairie Hill division","010","BRAGGS-PRAIRIE HILL",206,2024,0,0,
"G0100850015","1980","Alabama","01","Lowndes","085","Fort Deposit division","015","FORT DEPOSIT",1223,2864,0,0,
"G0100850020","1980","Alabama","01","Lowndes","085","Hayneville division","020","HAYNEVILLE",1379,2258,7,0,
"G0100850025","1980","Alabama","01","Lowndes","085","Lowndesboro division","025","LOWNDESBORO",265,822,0,0,
"G0100870005","1980","Alabama","01","Macon","087","Fort Davis division","005","FORT DAVIS",86,1277,0,9,
"G0100870010","1980","Alabama","01","Macon","087","Little Texas-Society Hill division","010","LITTLE TEXAS-SOCIETY HILL",479,1200,0,0,
"G0100870015","1980","Alabama","01","Macon","087","Notasulga division","015","NOTASULGA",1542,1447,0,2,
"G0100870020","1980","Alabama","01","Macon","087","Shorter-Hardaway division","020","SHORTER-HARDAWAY",498,1888,0,0,
"G0100870025","1980","Alabama","01","Macon","087","Tuskegee-Milstead division","025","TUSKEGEE-MILSTEAD",1367,15395,0,55,
"G0100870030","1980","Alabama","01","Macon","087","Warrior-Creek Stand division","030","WARRIOR-CREEK STAND",107,1372,0,6,
"G0100890005","1980","Alabama","01","Madison","089","Arsenal division","005","ARSENAL",4001,1271,45,220,
"G0100890010","1980","Alabama","01","Madison","089","Gurley division","010","GURLEY",3173,624,25,32,
"G0100890020","1980","Alabama","01","Madison","089","Hazel Green division","020","HAZEL GREEN",4571,97,0,7,
"G0100890025","1980","Alabama","01","Madison","089","Huntsville division","025","HUNTSVILLE",121579,34187,542,1227,
"G0100890028","1980","Alabama","01","Madison","089","Madison division","028","MADISON",5065,814,12,12,
"G0100890030","1980","Alabama","01","Madison","089","Madison Crossroads division","030","MADISON CROSSROADS",4323,374,6,6,
"G0100890040","1980","Alabama","01","Madison","089","New Hope division","040","NEW HOPE",6984,0,20,6,
"G0100890045","1980","Alabama","01","Madison","089","New Market division","045","NEW MARKET",5065,778,15,7,
"G0100890050","1980","Alabama","01","Madison","089","Triana-Blackwall division","050","TRIANA-BLACKWALL",326,854,21,2,
"G0100910005","1980","Alabama","01","Marengo","091","Demopolis division","005","DEMOPOLIS",5026,5310,0,7,
"G0100910010","1980","Alabama","01","Marengo","091","Dixons Mill division","010","DIXONS MILL",1045,1814,0,0,
"G0100910015","1980","Alabama","01","Marengo","091","Faunsdale division","015","FAUNSDALE",322,907,0,0,
"G0100910020","1980","Alabama","01","Marengo","091","Linden division","020","LINDEN",3204,2552,0,13,
"G0100910025","1980","Alabama","01","Marengo","091","Sweet Water division","025","SWEET WATER",1406,1279,0,0,
"G0100910030","1980","Alabama","01","Marengo","091","Thomaston division","030","THOMASTON",678,1484,0,0,
"G0100930005","1980","Alabama","01","Marion","093","Bear Creek division","005","BEAR CREEK",4289,0,6,0,
"G0100930010","1980","Alabama","01","Marion","093","Bexar division","010","BEXAR",1728,162,0,0,
"G0100930015","1980","Alabama","01","Marion","093","Brilliant division","015","BRILLIANT",2870,0,0,0,
