GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,NAME,B18AA1970,B18AB1970,B18AC1970,B18AD1970,B18AE1970
"G0100170005","1970","Alabama","01","Chambers","017","Five Points Division","005","Five Points Division",1127,1270,4,1,
"G0100170010","1970","Alabama","01","Chambers","017","Lafayette Division","010","Lafayette Division",3063,3763,0,1,
"G0100170015","1970","Alabama","01","Chambers","017","Lanett Division","015","Lanett Division",8297,2799,2,5,
"G0100170020","1970","Alabama","01","Chambers","017","Langdale Division","020","Langdale Division",9970,3399,2,6,
"G0100170025","1970","Alabama","01","Chambers","017","Milltown Division","025","Milltown Division",845,477,0,0,
"G0100170030","1970","Alabama","01","Chambers","017","Waverly Division","030","Waverly Division",393,929,2,1,
"G0100190005","1970","Alabama","01","Cherokee","019","Cedar Bluff-Gaylesville Division","005","Cedar Bluff-Gaylesville Division",3484,352,4,2,
"G0100190010","1970","Alabama","01","Cherokee","019","Centre Division","010","Centre Division",5475,539,0,4,
"G0100190015","1970","Alabama","01","Cherokee","019","Leesburg Division","015","Leesburg Division",2385,183,0,1,
"G0100190020","1970","Alabama","01","Cherokee","019","Mud Creek Division","020","Mud Creek Division",2855,319,0,3,
"G0100210005","1970","Alabama","01","Chilton","021","Clanton Division","005","Clanton Division",8339,1420,0,2,
"G0100210010","1970","Alabama","01","Chilton","021","Isabella-Pletcher Division","010","Isabella-Pletcher Division",1702,139,0,0,
"G0100210015","1970","Alabama","01","Chilton","021","Jemison Division","015","Jemison Division",6078,543,4,2,
"G0100210020","1970","Alabama","01","Chilton","021","Maplesville Division","020","Maplesville Division",1738,860,0,0,
"G0100210025","1970","Alabama","01","Chilton","021","Mineral Springs Division","025","Mineral Springs Division",1439,0,0,0,
"G0100210030","1970","Alabama","01","Chilton","021","Verbena Division","030","Verbena Division",2466,448,0,0,
"G0100230005","1970","Alabama","01","Choctaw","023","Butler Division","005","Butler Division",3521,1860,0,0,
"G0100230010","1970","Alabama","01","Choctaw","023","Gilbertown-Toxey Division","010","Gilbertown-Toxey Division",3153,674,0,0,
"G0100230015","1970","Alabama","01","Choctaw","023","Lisman Division","015","Lisman Division",1209,3651,0,4,
"G0100230020","1970","Alabama","01","Choctaw","023","Silas Division","020","Silas Division",1393,1124,0,0,
"G0100250005","1970","Alabama","01","Clarke","025","Coffeeville Division","005","Coffeeville Division",942,681,0,0,
"G0100250010","1970","Alabama","01","Clarke","025","Fulton Division","010","Fulton Division",1633,729,0,0,
"G0100250015","1970","Alabama","01","Clarke","025","Grove Hill Division","015","Grove Hill Division",2917,3380,3,0,
"G0100250020","1970","Alabama","01","Clarke","025","Jackson Northwest Division","020","Jackson Northwest Division",4986,2688,4,2,
"G0100250025","1970","Alabama","01","Clarke","025","Jackson Southeast Division","025","Jackson Southeast Division",949,1965,0,2,
"G0100250030","1970","Alabama","01","Clarke","025","Thomasville Division","030","Thomasville Division",3581,2258,1,3,
"G0100270005","1970","Alabama","01","Clay","027","Ashland Division","005","Ashland Division",5115,728,4,5,
"G0100270010","1970","Alabama","01","Clay","027","Lineville Division","010","Lineville Division",3649,918,0,5,
"G0100270015","1970","Alabama","01","Clay","027","Millerville-Hollins Division","015","Millerville-Hollins Division",1814,395,1,2,
"G0100290005","1970","Alabama","01","Cleburne","029","Fruithurst Division","005","Fruithurst Division",1532,0,2,2,
"G0100290010","1970","Alabama","01","Cleburne","029","Heflin Division","010","Heflin Division",5881,629,1,2,
"G0100290015","1970","Alabama","01","Cleburne","029","Ranburne Division","015","Ranburne Division",2933,11,3,0,
"G0100310005","1970","Alabama","01","Coffee","031","Elba Division","005","Elba Division",5749,1594,4,3,
"G0100310010","1970","Alabama","01","Coffee","031","Enterprise Division","010","Enterprise Division",12615,2940,9,27,
"G0100310015","1970","Alabama","01","Coffee","031","Enterprise Rural Division","015","Enterprise Rural Division",2455,294,0,3,
"G0100310020","1970","Alabama","01","Coffee","031","Goodman Division","020","Goodman Division",1610,169,0,1,
"G0100310025","1970","Alabama","01","Coffee","031","Jack Division","025","Jack Division",1128,133,1,0,
"G0100310030","1970","Alabama","01","Coffee","031","Kinston Division","030","Kinston Division",1302,104,0,0,
"G0100310035","1970","Alabama","01","Coffee","031","New Brockton Division","035","New Brockton Division",2543,492,4,0,
"G0100310040","1970","Alabama","01","Coffee","031","Victoria Division","040","Victoria Division",1451,239,2,0,
"G0100330005","1970","Alabama","01","Colbert","033","Cherokee Division","005","Cherokee Division",3909,620,0,0,
"G0100330010","1970","Alabama","01","Colbert","033","Leighton Division","010","Leighton Division",5501,1793,1,5,
"G0100330015","1970","Alabama","01","Colbert","033","Muscle Shoals Division","015","Muscle Shoals Division",8233,866,0,9,
"G0100330020","1970","Alabama","01","Colbert","033","Sheffield Division","020","Sheffield Division",10580,2526,16,8,
"G0100330025","1970","Alabama","01","Colbert","033","Tuscumbia Division","025","Tuscumbia Division",12882,2675,3,5,
"G0100350005","1970","Alabama","01","Conecuh","035","Castleberry Division","005","Castleberry Division",1894,1990,1,2,
"G0100350010","1970","Alabama","01","Conecuh","035","Evergreen Division","010","Evergreen Division",3693,2994,1,0,
"G0100350015","1970","Alabama","01","Conecuh","035","Lyeffion Division","015","Lyeffion Division",969,1493,0,0,
"G0100350020","1970","Alabama","01","Conecuh","035","Repton Division","020","Repton Division",1294,375,0,1,
"G0100350025","1970","Alabama","01","Conecuh","035","Shreve Division","025","Shreve Division",804,134,0,0,
"G0100370005","1970","Alabama","01","Coosa","037","Goodwater-Kellyton Division","005","Goodwater-Kellyton Division",2324,2176,0,1,
"G0100370010","1970","Alabama","01","Coosa","037","Rockford Division","010","Rockford Division",1871,1322,2,12,
"G0100370015","1970","Alabama","01","Coosa","037","Weogufka-Marble Valley Division","015","Weogufka-Marble Valley Division",2711,238,5,0,
"G0100390005","1970","Alabama","01","Covington","039","Andalusia Division","005","Andalusia Division",7984,2102,5,1,
"G0100390010","1970","Alabama","01","Covington","039","Andalusia East Division","010","Andalusia East Division",2537,67,1,3,
"G0100390015","1970","Alabama","01","Covington","039","Andalusia West Division","015","Andalusia West Division",1335,241,0,0,
"G0100390020","1970","Alabama","01","Covington","039","Falco Division","020","Falco Division",1253,80,1,0,
"G0100390025","1970","Alabama","01","Covington","039","Florala Division","025","Florala Division",3715,1075,0,3,
"G0100390030","1970","Alabama","01","Covington","039","Opp Division","030","Opp Division",7423,793,0,7,
"G0100390035","1970","Alabama","01","Covington","039","Red Level Division","035","Red Level Division",2324,415,0,0,
"G0100390040","1970","Alabama","01","Covington","039","Rosehill-Gantt Division","040","Rosehill-Gantt Division",2444,270,0,0,
"G0100410005","1970","Alabama","01","Crenshaw","041","Brantley Division","005","Brantley Division",2559,801,0,4,
"G0100410010","1970","Alabama","01","Crenshaw","041","Luverne Division","010","Luverne Division",3080,1261,5,1,
"G0100410015","1970","Alabama","01","Crenshaw","041","Petrey-Highland Home Division","015","Petrey-Highland Home Division",2060,1210,0,8,
"G0100410020","1970","Alabama","01","Crenshaw","041","Rutledge Division","020","Rutledge Division",1687,507,0,5,
"G0100430005","1970","Alabama","01","Cullman","043","Baileyton-Joppa Division","005","Baileyton-Joppa Division",3863,0,0,0,
"G0100430010","1970","Alabama","01","Cullman","043","Bremen Division","010","Bremen Division",4019,421,3,1,
"G0100430015","1970","Alabama","01","Cullman","043","Crane Hill Division","015","Crane Hill Division",1017,0,0,0,
"G0100430020","1970","Alabama","01","Cullman","043","Cullman Division","020","Cullman Division",18814,25,11,13,
"G0100430025","1970","Alabama","01","Cullman","043","Hanceville Division","025","Hanceville Division",5037,23,1,3,
"G0100430030","1970","Alabama","01","Cullman","043","Holly Pond Division","030","Holly Pond Division",2988,0,0,4,
"G0100430035","1970","Alabama","01","Cullman","043","Jones Chapel Division","035","Jones Chapel Division",3044,0,0,6,
"G0100430040","1970","Alabama","01","Cullman","043","Logan Division","040","Logan Division",2131,0,0,0,
"G0100430045","1970","Alabama","01","Cullman","043","Simcoe Division","045","Simcoe Division",4526,52,4,1,
"G0100430050","1970","Alabama","01","Cullman","043","Vinemont Division","050","Vinemont Division",4938,0,1,4,
"G0100430055","1970","Alabama","01","Cullman","043","Welti Division","055","Welti Division",1495,0,0,0,
"G0100450005","1970","Alabama","01","Dale","045","Ariton Division","005","Ariton Division",2628,558,0,4,
"G0100450010","1970","Alabama","01","Dale","045","Echo Division","010","Echo Division",1800,252,4,2,
"G0100450015","1970","Alabama","01","Dale","045","Midland-Pinckard Division","015","Midland-Pinckard Division",3289,550,4,0,
"G0100450020","1970","Alabama","01","Dale","045","Newton Division","020","Newton Division",12135,786,7,144,
"G0100450025","1970","Alabama","01","Dale","045","Ozark Division","025","Ozark Division",25965,4302,62,446,
"G0100470005","1970","Alabama","01","Dallas","047","Carlowville Division","005","Carlowville Division",368,1573,0,0,
"G0100470010","1970","Alabama","01","Dallas","047","Craig-Tyler Division","010","Craig-Tyler Division",6062,3854,6,21,
"G0100470015","1970","Alabama","01","Dallas","047","Orrville Division","015","Orrville Division",733,3921,1,0,
"G0100470020","1970","Alabama","01","Dallas","047","Plantersville-Woodlawn Division","020","Plantersville-Woodlawn Division",4543,2959,0,3,
"G0100470025","1970","Alabama","01","Dallas","047","Safford Division","025","Safford Division",327,1227,0,0,
"G0100470030","1970","Alabama","01","Dallas","047","Sardis Division","030","Sardis Division",566,1752,0,1,
"G0100470035","1970","Alabama","01","Dallas","047","Selma Division","035","Selma Division",13731,13606,11,31,
"G0100490005","1970","Alabama","01","DeKalb","049","Collinsville Division","005","Collinsville Division",2225,333,0,2,
"G0100490010","1970","Alabama","01","DeKalb","049","Crossville Division","010","Crossville Division",3770,0,6,3,
"G0100490015","1970","Alabama","01","DeKalb","049","Dog Town-Fischer Division","015","Dog Town-Fischer Division",2337,0,1,1,
"G0100490020","1970","Alabama","01","DeKalb","049","Fort Payne Division","020","Fort Payne Division",9331,442,3,3,
"G0100490025","1970","Alabama","01","DeKalb","049","Fyffe Division","025","Fyffe Division",3731,1,0,8,
"G0100490030","1970","Alabama","01","DeKalb","049","Geraldine Division","030","Geraldine Division",4374,0,2,1,
"G0100490035","1970","Alabama","01","DeKalb","049","Henagar Division","035","Henagar Division",2380,0,3,0,
"G0100490040","1970","Alabama","01","DeKalb","049","Ider Division","040","Ider Division",3529,1,1,2,
"G0100490045","1970","Alabama","01","DeKalb","049","Rainsville-Sylvania Division","045","Rainsville-Sylvania Division",7147,1,0,1,
"G0100490050","1970","Alabama","01","DeKalb","049","Valley Head-Mentone Division","050","Valley Head-Mentone Division",2299,43,0,0,
"G0100510005","1970","Alabama","01","Elmore","051","Deatsville Division","005","Deatsville Division",2487,515,0,1,
"G0100510010","1970","Alabama","01","Elmore","051","Eclectic Division","010","Eclectic Division",3759,1205,0,6,
"G0100510015","1970","Alabama","01","Elmore","051","Elmore Division","015","Elmore Division",6024,2876,5,2,
"G0100510020","1970","Alabama","01","Elmore","051","Tallassee Division","020","Tallassee Division",4476,1271,4,7,
"G0100510025","1970","Alabama","01","Elmore","051","Titus Division","025","Titus Division",1181,495,2,2,
"G0100510030","1970","Alabama","01","Elmore","051","Wetumpka Division","030","Wetumpka Division",6118,3092,0,7,
"G0100530005","1970","Alabama","01","Escambia","053","Atmore Division","005","Atmore Division",7453,4634,130,4,
"G0100530010","1970","Alabama","01","Escambia","053","Brewton Division","010","Brewton Division",6973,3229,7,6,
"G0100530015","1970","Alabama","01","Escambia","053","East Escambia Division","015","East Escambia Division",4576,850,4,3,
"G0100530020","1970","Alabama","01","Escambia","053","Flomaton Division","020","Flomaton Division",2793,349,11,0,
"G0100530025","1970","Alabama","01","Escambia","053","Mc Cullough-Huxford Division","025","Mc Cullough-Huxford Division",1953,1539,389,3,
"G0100550005","1970","Alabama","01","Etowah","055","Altoona Division","005","Altoona Division",3355,44,0,2,
"G0100550010","1970","Alabama","01","Etowah","055","Attalla Division","010","Attalla Division",9605,1550,10,1,
"G0100550015","1970","Alabama","01","Etowah","055","Gadsden Division","015","Gadsden Division",42849,11088,16,52,
"G0100550020","1970","Alabama","01","Etowah","055","Glencoe Division","020","Glencoe Division",5612,87,0,1,
"G0100550025","1970","Alabama","01","Etowah","055","Hokes Bluff Division","025","Hokes Bluff Division",5253,17,2,1,
"G0100550030","1970","Alabama","01","Etowah","055","Lookout Mountain Division","030","Lookout Mountain Division",2287,1,0,2,
"G0100550035","1970","Alabama","01","Etowah","055","Mountainboro Division","035","Mountainboro Division",5113,6,0,0,
"G0100550040","1970","Alabama","01","Etowah","055","Rainbow City Division","040","Rainbow City Division",4395,18,0,0,
"G0100550045","1970","Alabama","01","Etowah","055","Turkeytown Division","045","Turkeytown Division",1670,226,0,1,
"G0100550050","1970","Alabama","01","Etowah","055","Wills Valley Division","050","Wills Valley Division",871,7,0,2,
"G0100570005","1970","Alabama","01","Fayette","057","Berry Division","005","Berry Division",3007,173,1,2,
"G0100570010","1970","Alabama","01","Fayette","057","Fayette Division","010","Fayette Division",6675,1732,0,2,
"G0100570015","1970","Alabama","01","Fayette","057","North River Division","015","North River Division",1789,161,0,4,
"G0100570020","1970","Alabama","01","Fayette","057","Russell Division","020","Russell Division",2518,188,0,0,
"G0100590005","1970","Alabama","01","Franklin","059","Phil Campbell Division","005","Phil Campbell Division",4492,0,0,0,
"G0100590010","1970","Alabama","01","Franklin","059","Red Bay Division","010","Red Bay Division",4218,32,0,1,
"G0100590015","1970","Alabama","01","Franklin","059","Russellville Division","015","Russellville Division",12368,1163,1,5,
"G0100590020","1970","Alabama","01","Franklin","059","Vina Division","020","Vina Division",1650,3,0,0,
"G0100610005","1970","Alabama","01","Geneva","061","Bellwood-Coffee Springs Division","005","Bellwood-Coffee Springs Division",1764,476,1,1,
"G0100610010","1970","Alabama","01","Geneva","061","Geneva Division","010","Geneva Division",4490,624,2,2,
"G0100610015","1970","Alabama","01","Geneva","061","Hartford Division","015","Hartford Division",3841,668,10,1,
"G0100610020","1970","Alabama","01","Geneva","061","Samson Division","020","Samson Division",4126,500,2,0,
"G0100610025","1970","Alabama","01","Geneva","061","Slocomb Division","025","Slocomb Division",4808,598,9,1,
"G0100630005","1970","Alabama","01","Greene","063","Boligee Division","005","Boligee Division",202,1038,0,0,
"G0100630010","1970","Alabama","01","Greene","063","Eutaw Division","010","Eutaw Division",1738,3018,0,0,
"G0100630015","1970","Alabama","01","Greene","063","Forkland-Tishabee Division","015","Forkland-Tishabee Division",317,2082,1,2,
"G0100630020","1970","Alabama","01","Greene","063","Mantua-West Greene Division","020","Mantua-West Greene Division",362,1889,0,1,
"G0100650005","1970","Alabama","01","Hale","065","Greensboro Division","005","Greensboro Division",1276,2094,1,0,
"G0100650010","1970","Alabama","01","Hale","065","Moundville Division","010","Moundville Division",1325,819,0,2,
"G0100650015","1970","Alabama","01","Hale","065","Mount Herman Valley Division","015","Mount Herman Valley Division",792,1370,0,1,
"G0100650020","1970","Alabama","01","Hale","065","Prairie Eden-Newbern Division","020","Prairie Eden-Newbern Division",410,1758,1,0,
"G0100650025","1970","Alabama","01","Hale","065","River Bend Division","025","River Bend Division",395,993,0,0,
"G0100650030","1970","Alabama","01","Hale","065","Sawyerville Division","030","Sawyerville Division",312,2270,0,5,
"G0100650035","1970","Alabama","01","Hale","065","Stewart-Akron Division","035","Stewart-Akron Division",826,1238,0,0,
"G0100670005","1970","Alabama","01","Henry","067","Abbeville Division","005","Abbeville Division",2772,2164,0,3,
"G0100670010","1970","Alabama","01","Henry","067","Haleburg Division","010","Haleburg Division",902,509,1,0,
"G0100670015","1970","Alabama","01","Henry","067","Headland Division","015","Headland Division",2258,1231,0,1,
"G0100670020","1970","Alabama","01","Henry","067","Newville Division","020","Newville Division",1060,746,1,0,
"G0100670025","1970","Alabama","01","Henry","067","Shorterville Division","025","Shorterville Division",915,691,0,0,
"G0100690005","1970","Alabama","01","Houston","069","Ashford Division","005","Ashford Division",3700,1061,7,1,
"G0100690010","1970","Alabama","01","Houston","069","Columbia Division","010","Columbia Division",1054,455,2,2,
"G0100690015","1970","Alabama","01","Houston","069","Cottonwood Division","015","Cottonwood Division",2938,592,0,0,
"G0100690020","1970","Alabama","01","Houston","069","Dothan Division","020","Dothan Division",27524,9132,26,51,
"G0100690025","1970","Alabama","01","Houston","069","Gordon Division","025","Gordon Division",1220,735,0,1,
"G0100690030","1970","Alabama","01","Houston","069","Madrid Division","030","Madrid Division",2745,564,1,1,
"G0100690035","1970","Alabama","01","Houston","069","Webb Division","035","Webb Division",1711,502,0,1,
"G0100690040","1970","Alabama","01","Houston","069","Wicksburg Division","040","Wicksburg Division",2177,367,2,2,
"G0100710005","1970","Alabama","01","Jackson","071","Bridgeport Division","005","Bridgeport Division",3524,184,10,3,
"G0100710010","1970","Alabama","01","Jackson","071","Long Island Division","010","Long Island Division",4123,0,0,2,
"G0100710015","1970","Alabama","01","Jackson","071","Paint Rock Division","015","Paint Rock Division",2126,75,0,2,
"G0100710020","1970","Alabama","01","Jackson","071","Pisgah Division","020","Pisgah Division",3230,0,2,6,
"G0100710025","1970","Alabama","01","Jackson","071","Princeton Division","025","Princeton Division",1897,1,0,1,
"G0100710030","1970","Alabama","01","Jackson","071","Scottsboro Division","030","Scottsboro Division",12998,1012,3,10,
"G0100710035","1970","Alabama","01","Jackson","071","Section Division","035","Section Division",4637,8,0,1,
"G0100710040","1970","Alabama","01","Jackson","071","Stevenson Division","040","Stevenson Division",4640,700,7,0,
"G0100730005","1970","Alabama","01","Jefferson","073","Adamsville Division","005","Adamsville Division",16204,2711,12,14,
"G0100730010","1970","Alabama","01","Jefferson","073","Bessemer Division","010","Bessemer Division",15944,17442,23,27,
"G0100730015","1970","Alabama","01","Jefferson","073","Birmingham Division","015","Birmingham Division",174510,126389,182,429,
"G0100730020","1970","Alabama","01","Jefferson","073","Brighton Division","020","Brighton Division",7971,6061,6,4,
"G0100730025","1970","Alabama","01","Jefferson","073","Catherwood Park Division","025","Catherwood Park Division",3511,2925,8,0,
"G0100730030","1970","Alabama","01","Jefferson","073","Docena Division","030","Docena Division",7703,852,3,9,
"G0100730035","1970","Alabama","01","Jefferson","073","Dolomite Division","035","Dolomite Division",4321,3181,7,7,
"G0100730040","1970","Alabama","01","Jefferson","073","Fairfield Division","040","Fairfield Division",7449,6892,6,22,
"G0100730045","1970","Alabama","01","Jefferson","073","Fultondale Division","045","Fultondale Division",8346,857,3,4,
"G0100730050","1970","Alabama","01","Jefferson","073","Gardendale Division","050","Gardendale Division",11224,382,12,2,
"G0100730055","1970","Alabama","01","Jefferson","073","Greenwood Division","055","Greenwood Division",4710,809,8,1,
"G0100730060","1970","Alabama","01","Jefferson","073","Homewood Division","060","Homewood Division",19764,1492,1,74,
"G0100730065","1970","Alabama","01","Jefferson","073","Irondale-Trussville Division","065","Irondale-Trussville Division",13399,1755,12,16,
"G0100730070","1970","Alabama","01","Jefferson","073","Ishkooda Division","070","Ishkooda Division",2193,8347,3,2,
"G0100730075","1970","Alabama","01","Jefferson","073","Leeds Division","075","Leeds Division",8150,1886,7,3,
"G0100730080","1970","Alabama","01","Jefferson","073","Lipscomb Division","080","Lipscomb Division",2744,4882,5,4,
"G0100730085","1970","Alabama","01","Jefferson","073","Morris Division","085","Morris Division",5159,533,0,1,
"G0100730090","1970","Alabama","01","Jefferson","073","Mountain Brook Division","090","Mountain Brook Division",19585,97,1,11,
"G0100730095","1970","Alabama","01","Jefferson","073","Mount Pinson Division","095","Mount Pinson Division",21457,413,15,17,
"G0100730100","1970","Alabama","01","Jefferson","073","North Highlands Division","100","North Highlands Division",13052,1008,4,2,
"G0100730105","1970","Alabama","01","Jefferson","073","North Johns-West Bessemer Division","105","North Johns-West Bessemer Division",5245,6153,9,6,
"G0100730110","1970","Alabama","01","Jefferson","073","Overton Division","110","Overton Division",5556,13,5,2,
"G0100730115","1970","Alabama","01","Jefferson","073","Pleasant Grove Division","115","Pleasant Grove Division",8391,932,5,4,
"G0100730120","1970","Alabama","01","Jefferson","073","Rutledge Springs-Woodward Division","120","Rutledge Springs-Woodward Division",1170,3179,0,5,
"G0100730125","1970","Alabama","01","Jefferson","073","Tarrant City Division","125","Tarrant City Division",10374,6520,16,9,
"G0100730130","1970","Alabama","01","Jefferson","073","Vestavia Hills Division","130","Vestavia Hills Division",34811,20,11,48,
"G0100730135","1970","Alabama","01","Jefferson","073","Warrior Division","135","Warrior Division",4490,733,7,0,
"G0100750005","1970","Alabama","01","Lamar","075","Millport Division","005","Millport Division",3268,618,0,1,
"G0100750010","1970","Alabama","01","Lamar","075","Sulligent Division","010","Sulligent Division",4257,797,0,10,
"G0100750015","1970","Alabama","01","Lamar","075","Vernon Division","015","Vernon Division",4841,540,0,3,
"G0100770005","1970","Alabama","01","Lauderdale","077","Cloverdale Division","005","Cloverdale Division",4025,180,0,0,
"G0100770010","1970","Alabama","01","Lauderdale","077","Florence Division","010","Florence Division",32136,5187,8,31,
"G0100770015","1970","Alabama","01","Lauderdale","077","Killen Division","015","Killen Division",7206,228,0,2,
"G0100770020","1970","Alabama","01","Lauderdale","077","Lexington Division","020","Lexington Division",2994,1,0,1,
"G0100770025","1970","Alabama","01","Lauderdale","077","Oakland Division","025","Oakland Division",2681,1062,0,0,
"G0100770030","1970","Alabama","01","Lauderdale","077","Rogersville Division","030","Rogersville Division",5491,377,1,4,
"G0100770035","1970","Alabama","01","Lauderdale","077","St Florian Division","035","St Florian Division",4862,128,0,2,
"G0100770040","1970","Alabama","01","Lauderdale","077","Waterloo Division","040","Waterloo Division",1471,33,0,0,
"G0100790005","1970","Alabama","01","Lawrence","079","Hatton Division","005","Hatton Division",3368,0,0,0,
"G0100790010","1970","Alabama","01","Lawrence","079","Hillsboro Division","010","Hillsboro Division",1146,1179,0,0,
"G0100790015","1970","Alabama","01","Lawrence","079","Morris Chapel Division","015","Morris Chapel Division",6205,86,0,0,
"G0100790020","1970","Alabama","01","Lawrence","079","Moulton Division","020","Moulton Division",5309,710,0,1,
"G0100790025","1970","Alabama","01","Lawrence","079","Mount Hope Division","025","Mount Hope Division",1462,174,1,0,
"G0100790030","1970","Alabama","01","Lawrence","079","Speake-Oakville Division","030","Speake-Oakville Division",1483,215,0,0,
"G0100790035","1970","Alabama","01","Lawrence","079","Town Creek-Courtland Division","035","Town Creek-Courtland Division",3188,2750,0,4,
"G0100810005","1970","Alabama","01","Lee","081","Auburn Division","005","Auburn Division",18796,3846,3,122,
"G0100810010","1970","Alabama","01","Lee","081","Beauregard-Marvyn Division","010","Beauregard-Marvyn Division",1403,2153,0,1,
"G0100810015","1970","Alabama","01","Lee","081","Loachapoka-Roxana Division","015","Loachapoka-Roxana Division",2243,1999,0,0,
"G0100810020","1970","Alabama","01","Lee","081","Opelika Division","020","Opelika Division",13067,5955,2,3,
